PM,type,Name,birth,mf,bw,key
-3,VPA,Bella,2017-03-19,mother,0.899531311916702,VPABella2017-03-19
-3,VPA,Bella,2019-06-24,mother,0.9606530174948064,VPABella2019-06-24
-3,VPA,Buri,2015-04-30,mother,0.948005232177894,VPABuri2015-04-30
-3,VPA,Buri,2016-08-21,mother,0.9258261702869092,VPABuri2016-08-21
-3,VPA,Chroe,2013-11-21,mother,0.8492732922851242,VPAChroe2013-11-21
-3,VPA,Chroe,2014-06-23,mother,0.8896520018946255,VPAChroe2014-06-23
-3,VPA,Chroe,2016-04-21,mother,0.9230698435422844,VPAChroe2016-04-21
-3,VPA,Chroe,2016-11-09,mother,0.9551149573753552,VPAChroe2016-11-09
-3,VPA,Chroe,2018-09-11,mother,0.977228037270087,VPAChroe2018-09-11
-3,VPA,Chroe,2019-04-01,mother,0.9617242660720924,VPAChroe2019-04-01
-3,VPA,Cocoro,2015-04-30,father,1.0303395747381785,VPACocoro2015-04-30
-3,VPA,Dolche,2016-02-13,father,1.0016617665857088,VPADolche2016-02-13
-3,VPA,Dolche,2017-03-19,father,1.0050817589443055,VPADolche2017-03-19
-3,VPA,Dolche,2019-06-24,father,1.038595473012188,VPADolche2019-06-24
-3,VPA,Iwashi,2012-10-20,father,0.9865009271772952,VPAIwashi2012-10-20
-3,VPA,Iwashi,2014-12-22,father,0.9919701749354746,VPAIwashi2014-12-22
-3,VPA,Iwashi,2016-01-09,father,1.0088029916934176,VPAIwashi2016-01-09
-3,VPA,Kuroco,2013-11-21,father,1.0123200622487356,VPAKuroco2013-11-21
-3,VPA,Kuroco,2014-06-23,father,0.9945708326022964,VPAKuroco2014-06-23
-3,VPA,Sayori,2012-10-20,mother,0.9490564343352704,VPASayori2012-10-20
-3,VPA,Sayori,2014-12-22,mother,0.9546641520382998,VPASayori2014-12-22
-3,VPA,Sayori,2016-01-09,mother,0.8680530656149157,VPASayori2016-01-09
-3,VPA,Shirasu,2014-01-04,father,1.0007037297677692,VPAShirasu2014-01-04
-3,VPA,Shirasu,2014-06-07,father,1,VPAShirasu2014-06-07
-3,VPA,Shirasu,2015-06-04,father,1.0062011883448794,VPAShirasu2015-06-04
-3,VPA,Shirasu,2017-01-25,father,0.958390086569914,VPAShirasu2017-01-25
-2,UE,Anis,2016-07-25,mother,0.967988022498858,UEAnis2016-07-25
-2,UE,Bella,2015-08-16,mother,0.9938460093014516,UEBella2015-08-16
-2,UE,Bella,2016-08-12,mother,0.9965148861646236,UEBella2016-08-12
-2,UE,Buri,2014-04-09,mother,0.9842719822539898,UEBuri2014-04-09
-2,UE,Buri,2014-10-11,mother,1.0125281682583969,UEBuri2014-10-11
-2,UE,Buri,2016-03-21,mother,0.948073701842546,UEBuri2016-03-21
-2,UE,Buri,2017-01-20,mother,0.9728136259416966,UEBuri2017-01-20
-2,UE,Chroe,2015-01-15,mother,0.9743762643290628,UEChroe2015-01-15
-2,UE,Cocoro,2010-10-05,father,0.9854252157917078,UECocoro2010-10-05
-2,UE,Cocoro,2012-08-06,father,1.0123023502502737,UECocoro2012-08-06
-2,UE,Cocoro,2014-04-09,father,1.0498353538512484,UECocoro2014-04-09
-2,UE,Cocoro,2014-10-11,father,1.01524751527707,UECocoro2014-10-11
-2,UE,Dolche,2015-08-16,father,0.9981428113992956,UEDolche2015-08-16
-2,UE,Dolche,2016-08-12,father,1.0254147837846752,UEDolche2016-08-12
-2,UE,Iwashi,2011-09-29,father,0.9634477510313614,UEIwashi2011-09-29
-2,UE,Iwashi,2012-02-29,father,0.9710411075010597,UEIwashi2012-02-29
-2,UE,Iwashi,2013-04-18,father,0.984375,UEIwashi2013-04-18
-2,UE,Iwashi,2014-06-27,father,1.0557226987581616,UEIwashi2014-06-27
-2,UE,Iwashi,2015-06-17,father,1.0817819864414076,UEIwashi2015-06-17
-2,UE,Iwashi,2016-07-30,father,1.0235889011881656,UEIwashi2016-07-30
-2,UE,Iwashi,2017-01-25,father,1.0058230279745468,UEIwashi2017-01-25
-2,UE,Iwashi,2017-08-19,father,1.0088740842278086,UEIwashi2017-08-19
-2,UE,Kuroco,2015-01-15,father,0.9790009130037824,UEKuroco2015-01-15
-2,UE,Sayori,2011-09-29,mother,0.9962617184473544,UESayori2011-09-29
-2,UE,Sayori,2012-02-29,mother,0.9957042957042956,UESayori2012-02-29
-2,UE,Sayori,2013-04-18,mother,1.0154079499842776,UESayori2013-04-18
-2,UE,Sayori,2014-06-27,mother,1.0367019901783403,UESayori2014-06-27
-2,UE,Sayori,2015-06-17,mother,0.9981007708635906,UESayori2015-06-17
-2,UE,Sayori,2016-07-30,mother,0.95946079888988,UESayori2016-07-30
-2,UE,Sayori,2017-01-25,mother,1.020127388535032,UESayori2017-01-25
-2,UE,Sayori,2017-08-19,mother,0.9824318592762908,UESayori2017-08-19
-2,UE,Shirasu,2016-07-25,father,0.9918100088343814,UEShirasu2016-07-25
-2,VPA,Anis,2014-01-04,mother,0.9998583101119352,VPAAnis2014-01-04
-2,VPA,Anis,2014-06-07,mother,1.0033396216794983,VPAAnis2014-06-07
-2,VPA,Anis,2015-06-04,mother,0.973078793151982,VPAAnis2015-06-04
-2,VPA,Anis,2017-01-25,mother,1.006311360448808,VPAAnis2017-01-25
-2,VPA,Bella,2016-02-13,mother,0.9967663264384428,VPABella2016-02-13
-2,VPA,Bella,2017-03-19,mother,1.0549991118155857,VPABella2017-03-19
-2,VPA,Bella,2019-06-24,mother,0.9715301096201836,VPABella2019-06-24
-2,VPA,Buri,2015-04-30,mother,1.0153695225637671,VPABuri2015-04-30
-2,VPA,Buri,2016-08-21,mother,1.0462887675688235,VPABuri2016-08-21
-2,VPA,Chroe,2013-11-21,mother,0.8523615588025246,VPAChroe2013-11-21
-2,VPA,Chroe,2014-06-23,mother,0.9548911983505616,VPAChroe2014-06-23
-2,VPA,Chroe,2016-04-21,mother,1.0167143879742304,VPAChroe2016-04-21
-2,VPA,Chroe,2018-09-11,mother,1.0086292957405614,VPAChroe2018-09-11
-2,VPA,Chroe,2019-04-01,mother,1.017402641573607,VPAChroe2019-04-01
-2,VPA,Cocoro,2015-04-30,father,1.044430339574738,VPACocoro2015-04-30
-2,VPA,Dolche,2016-02-13,father,0.9645915889045124,VPADolche2016-02-13
-2,VPA,Dolche,2017-03-19,father,0.9781566329248802,VPADolche2017-03-19
-2,VPA,Dolche,2019-06-24,father,0.9932012270955974,VPADolche2019-06-24
-2,VPA,Iwashi,2012-10-20,father,1.0064996699877422,VPAIwashi2012-10-20
-2,VPA,Iwashi,2014-12-22,father,1.009176942930886,VPAIwashi2014-12-22
-2,VPA,Iwashi,2016-01-09,father,0.9978323460303802,VPAIwashi2016-01-09
-2,VPA,Kuroco,2013-11-21,father,0.9942679289326936,VPAKuroco2013-11-21
-2,VPA,Kuroco,2014-06-23,father,0.99419069341287,VPAKuroco2014-06-23
-2,VPA,Sayori,2012-10-20,mother,0.9663754506151458,VPASayori2012-10-20
-2,VPA,Sayori,2014-12-22,mother,0.9975337298708836,VPASayori2014-12-22
-2,VPA,Sayori,2016-01-09,mother,0.9607027608461812,VPASayori2016-01-09
-2,VPA,Shirasu,2014-01-04,father,1.0093830635702556,VPAShirasu2014-01-04
-2,VPA,Shirasu,2014-06-07,father,1.0009246417013409,VPAShirasu2014-06-07
-2,VPA,Shirasu,2015-06-04,father,1.0078877040035288,VPAShirasu2015-06-04
-2,VPA,Shirasu,2017-01-25,father,1.0105836554837664,VPAShirasu2017-01-25
-1,UE,Anis,2016-07-25,mother,1.0577032891731384,UEAnis2016-07-25
-1,UE,Bella,2015-08-16,mother,1.1637384319067976,UEBella2015-08-16
-1,UE,Bella,2016-08-12,mother,1.1156567425569175,UEBella2016-08-12
-1,UE,Buri,2014-04-09,mother,1.010485345164007,UEBuri2014-04-09
-1,UE,Buri,2014-10-11,mother,1.0001341345637944,UEBuri2014-10-11
-1,UE,Buri,2016-03-21,mother,1.0460636515912898,UEBuri2016-03-21
-1,UE,Buri,2017-01-20,mother,1.101992995540326,UEBuri2017-01-20
-1,UE,Chroe,2015-01-15,mother,1.0777702854574065,UEChroe2015-01-15
-1,UE,Cocoro,2007-04-26,father,1,UECocoro2007-04-26
-1,UE,Cocoro,2010-10-05,father,0.9925003537568982,UECocoro2010-10-05
-1,UE,Cocoro,2012-08-06,father,1.030538336592966,UECocoro2012-08-06
-1,UE,Cocoro,2014-04-09,father,0.9625636969039166,UECocoro2014-04-09
-1,UE,Cocoro,2014-10-11,father,0.9757452761413118,UECocoro2014-10-11
-1,UE,Dolche,2015-08-16,father,1.0110790906179954,UEDolche2015-08-16
-1,UE,Dolche,2016-08-12,father,1.0034798957680509,UEDolche2016-08-12
-1,UE,Iwashi,2011-09-29,father,1.0256738895341853,UEIwashi2011-09-29
-1,UE,Iwashi,2012-02-29,father,1.0433677073032914,UEIwashi2012-02-29
-1,UE,Iwashi,2013-04-18,father,1.0065494011976048,UEIwashi2013-04-18
-1,UE,Iwashi,2014-06-27,father,1.038727435667648,UEIwashi2014-06-27
-1,UE,Iwashi,2015-06-17,father,0.893091574303239,UEIwashi2015-06-17
-1,UE,Iwashi,2016-07-30,father,1.154410124597928,UEIwashi2016-07-30
-1,UE,Iwashi,2017-01-25,father,1.0084243806779525,UEIwashi2017-01-25
-1,UE,Iwashi,2017-08-19,father,0.992441491256602,UEIwashi2017-08-19
-1,UE,Kuroco,2015-01-15,father,1.007695317594887,UEKuroco2015-01-15
-1,UE,Sayori,2011-09-29,mother,1.0997908111877277,UESayori2011-09-29
-1,UE,Sayori,2012-02-29,mother,1.1454545454545455,UESayori2012-02-29
-1,UE,Sayori,2014-06-27,mother,1.021387955544068,UESayori2014-06-27
-1,UE,Sayori,2015-06-17,mother,1.1469109596693108,UESayori2015-06-17
-1,UE,Sayori,2016-07-30,mother,1.0518089007830311,UESayori2016-07-30
-1,UE,Sayori,2017-01-25,mother,1.081321656050955,UESayori2017-01-25
-1,UE,Sayori,2017-08-19,mother,1.0470195176760348,UESayori2017-08-19
-1,UE,Shirasu,2016-07-25,father,0.983645258758287,UEShirasu2016-07-25
-1,VPA,Anis,2014-01-04,mother,1.095735134369244,VPAAnis2014-01-04
-1,VPA,Anis,2014-06-07,mother,1.0448681996634883,VPAAnis2014-06-07
-1,VPA,Anis,2015-06-04,mother,1.0487687922624074,VPAAnis2015-06-04
-1,VPA,Anis,2017-01-25,mother,1.1518263308738337,VPAAnis2017-01-25
-1,VPA,Bella,2016-02-13,mother,1.0987264023123475,VPABella2016-02-13
-1,VPA,Bella,2017-03-19,mother,1.2236721643004522,VPABella2017-03-19
-1,VPA,Bella,2019-06-24,mother,1.1713550309000875,VPABella2019-06-24
-1,VPA,Buri,2015-04-30,mother,1.0626226291693917,VPABuri2015-04-30
-1,VPA,Buri,2016-08-21,mother,1.1823672900453015,VPABuri2016-08-21
-1,VPA,Chroe,2013-11-21,mother,1.037295643614044,VPAChroe2013-11-21
-1,VPA,Chroe,2014-06-23,mother,1.0664511994650472,VPAChroe2014-06-23
-1,VPA,Chroe,2016-04-21,mother,1.1683607730851826,VPAChroe2016-04-21
-1,VPA,Chroe,2016-11-09,mother,1.1047317661241711,VPAChroe2016-11-09
-1,VPA,Chroe,2018-09-11,mother,1.070153678606002,VPAChroe2018-09-11
-1,VPA,Chroe,2019-04-01,mother,1.163539481888782,VPAChroe2019-04-01
-1,VPA,Cocoro,2015-04-30,father,0.9719816838191956,VPACocoro2015-04-30
-1,VPA,Dolche,2016-02-13,father,1.0168733222548894,VPADolche2016-02-13
-1,VPA,Dolche,2017-03-19,father,1.0038932830621696,VPADolche2017-03-19
-1,VPA,Dolche,2019-06-24,father,0.9765359422933424,VPADolche2019-06-24
-1,VPA,Iwashi,2012-10-20,father,0.9972498978533488,VPAIwashi2012-10-20
-1,VPA,Iwashi,2014-12-22,father,0.9988528821336392,VPAIwashi2014-12-22
-1,VPA,Iwashi,2016-01-09,father,0.9953999404308832,VPAIwashi2016-01-09
-1,VPA,Kuroco,2013-11-21,father,1.0150002161414429,VPAKuroco2013-11-21
-1,VPA,Kuroco,2014-06-23,father,1.012880870226329,VPAKuroco2014-06-23
-1,VPA,Sayori,2012-10-20,mother,1.079132937347924,VPASayori2012-10-20
-1,VPA,Sayori,2014-12-22,mother,1.0478021180908168,VPASayori2014-12-22
-1,VPA,Sayori,2016-01-09,mother,1.12491932592327,VPASayori2016-01-09
-1,VPA,Shirasu,2014-01-04,father,0.9798264133239504,VPAShirasu2014-01-04
-1,VPA,Shirasu,2014-06-07,father,0.9990753582986592,VPAShirasu2014-06-07
-1,VPA,Shirasu,2015-06-04,father,0.982157529211316,VPAShirasu2015-06-04
-1,VPA,Shirasu,2017-01-25,father,1.10606904382147,VPAShirasu2017-01-25
0,UE,Anis,2016-07-25,mother,0.9427464024668798,UEAnis2016-07-25
0,UE,Bella,2015-08-16,mother,0.9822832543976904,UEBella2015-08-16
0,UE,Bella,2016-08-12,mother,0.9199172106352492,UEBella2016-08-12
0,UE,Buri,2014-04-09,mother,0.8443604042146775,UEBuri2014-04-09
0,UE,Buri,2014-10-11,mother,0.8550963469409655,UEBuri2014-10-11
0,UE,Buri,2016-03-21,mother,0.8118096309051083,UEBuri2016-03-21
0,UE,Buri,2017-01-20,mother,0.8572724360474114,UEBuri2017-01-20
0,UE,Chroe,2015-01-15,mother,1.0078669363902002,UEChroe2015-01-15
0,UE,Cocoro,2010-10-05,father,0.9552851280599972,UECocoro2010-10-05
0,UE,Cocoro,2012-08-06,father,1.0320639350042342,UECocoro2012-08-06
0,UE,Cocoro,2014-04-09,father,0.9964127375411616,UECocoro2014-04-09
0,UE,Cocoro,2014-10-11,father,0.9996965696609068,UECocoro2014-10-11
0,UE,Dolche,2015-08-16,father,1.0036930302059983,UEDolche2015-08-16
0,UE,Dolche,2016-08-12,father,1.0202196787281064,UEDolche2016-08-12
0,UE,Iwashi,2011-09-29,father,1.0722954299675571,UEIwashi2011-09-29
0,UE,Iwashi,2012-02-29,father,0.9490040966238168,UEIwashi2012-02-29
0,UE,Iwashi,2013-04-18,father,1.0106661676646709,UEIwashi2013-04-18
0,UE,Iwashi,2014-06-27,father,1.0558955319421328,UEIwashi2014-06-27
0,UE,Iwashi,2015-06-17,father,0.9935588999400472,UEIwashi2015-06-17
0,UE,Iwashi,2016-07-30,father,1.1313285809880578,UEIwashi2016-07-30
0,UE,Iwashi,2017-01-25,father,0.878174832731202,UEIwashi2017-01-25
0,UE,Iwashi,2017-08-19,father,0.9787678314204732,UEIwashi2017-08-19
0,UE,Kuroco,2015-01-15,father,1.0311725577148818,UEKuroco2015-01-15
0,UE,Sayori,2011-09-29,mother,0.9367010149531262,UESayori2011-09-29
0,UE,Sayori,2012-02-29,mother,0.8893439893439893,UESayori2012-02-29
0,UE,Sayori,2013-04-18,mother,0.9849989826683684,UESayori2013-04-18
0,UE,Sayori,2014-06-27,mother,0.9363530628069268,UESayori2014-06-27
0,UE,Sayori,2015-06-17,mother,0.9710199977656128,UESayori2015-06-17
0,UE,Sayori,2016-07-30,mother,0.9414411735553574,UESayori2016-07-30
0,UE,Sayori,2017-01-25,mother,0.9465605095541402,UESayori2017-01-25
0,UE,Sayori,2017-08-19,mother,0.919009953543516,UESayori2017-08-19
0,UE,Shirasu,2016-07-25,father,1.06017666641567,UEShirasu2016-07-25
0,VPA,Anis,2014-01-04,mother,0.979785575969395,VPAAnis2014-01-04
0,VPA,Anis,2014-06-07,mother,0.9894202824657116,VPAAnis2014-06-07
0,VPA,Anis,2015-06-04,mother,0.9172861700403476,VPAAnis2015-06-04
0,VPA,Anis,2017-01-25,mother,0.9584065547234032,VPAAnis2017-01-25
0,VPA,Bella,2016-02-13,mother,1.0595610152651072,VPABella2016-02-13
0,VPA,Bella,2017-03-19,mother,1.0027227753653885,VPABella2017-03-19
0,VPA,Bella,2019-06-24,mother,0.9898314184345776,VPABella2019-06-24
0,VPA,Buri,2015-04-30,mother,0.8452419882275997,VPABuri2015-04-30
0,VPA,Buri,2016-08-21,mother,0.9607561853873854,VPABuri2016-08-21
0,VPA,Chroe,2013-11-21,mother,0.8635565249281013,VPAChroe2013-11-21
0,VPA,Chroe,2014-06-23,mother,0.8915698457366286,VPAChroe2014-06-23
0,VPA,Chroe,2016-04-21,mother,0.9664280601288476,VPAChroe2016-04-21
0,VPA,Chroe,2016-11-09,mother,1.0470388788426763,VPAChroe2016-11-09
0,VPA,Chroe,2018-09-11,mother,1.002692400774443,VPAChroe2018-09-11
0,VPA,Chroe,2019-04-01,mother,0.9963801857685424,VPAChroe2019-04-01
0,VPA,Cocoro,2015-04-30,father,0.9043160901301174,VPACocoro2015-04-30
0,VPA,Dolche,2016-02-13,father,1.0126085087097487,VPADolche2016-02-13
0,VPA,Dolche,2017-03-19,father,0.9798778738576288,VPADolche2017-03-19
0,VPA,Dolche,2019-06-24,father,1.0007130420363155,VPADolche2019-06-24
0,VPA,Iwashi,2012-10-20,father,1.005665210422101,VPAIwashi2012-10-20
0,VPA,Iwashi,2014-12-22,father,0.992486377975337,VPAIwashi2014-12-22
0,VPA,Iwashi,2016-01-09,father,1.0413053910050634,VPAIwashi2016-01-09
0,VPA,Kuroco,2013-11-21,father,1.0281416158734271,VPAKuroco2013-11-21
0,VPA,Kuroco,2014-06-23,father,1.014464783515605,VPAKuroco2014-06-23
0,VPA,Sayori,2012-10-20,mother,0.8752902538839498,VPASayori2012-10-20
0,VPA,Sayori,2014-12-22,mother,0.9340780501958508,VPASayori2014-12-22
0,VPA,Sayori,2016-01-09,mother,0.8748296880602366,VPASayori2016-01-09
0,VPA,Shirasu,2014-01-04,father,1.0173977637031824,VPAShirasu2014-01-04
0,VPA,Shirasu,2014-06-07,father,1.0461550315919246,VPAShirasu2014-06-07
0,VPA,Shirasu,2015-06-04,father,1.010800776504832,VPAShirasu2015-06-04
0,VPA,Shirasu,2017-01-25,father,1.0633172032836815,VPAShirasu2017-01-25
1,UE,Anis,2016-07-25,mother,0.9257223618090452,UEAnis2016-07-25
1,UE,Bella,2015-08-16,mother,0.9558586760165187,UEBella2015-08-16
1,UE,Bella,2016-08-12,mother,0.9414640980735552,UEBella2016-08-12
1,UE,Buri,2014-04-09,mother,0.8363731591595293,UEBuri2014-04-09
1,UE,Buri,2014-10-11,mother,0.8635985620774762,UEBuri2014-10-11
1,UE,Buri,2016-03-21,mother,0.7991980102532865,UEBuri2016-03-21
1,UE,Buri,2017-01-20,mother,0.8093325606591247,UEBuri2017-01-20
1,UE,Chroe,2015-01-15,mother,0.9810631602607328,UEChroe2015-01-15
1,UE,Cocoro,2007-04-26,father,1.1017829943553443,UECocoro2007-04-26
1,UE,Cocoro,2010-10-05,father,0.935616244516768,UECocoro2010-10-05
1,UE,Cocoro,2012-08-06,father,1.0318560015911429,UECocoro2012-08-06
1,UE,Cocoro,2014-04-09,father,0.9935830647764275,UECocoro2014-04-09
1,UE,Cocoro,2014-10-11,father,1.0041836607359826,UECocoro2014-10-11
1,UE,Dolche,2015-08-16,father,1.0053154018571888,UEDolche2015-08-16
1,UE,Dolche,2016-08-12,father,1.003768512715638,UEDolche2016-08-12
1,UE,Iwashi,2011-09-29,father,1.1253254295670283,UEIwashi2011-09-29
1,UE,Iwashi,2012-02-29,father,0.9695154682864812,UEIwashi2012-02-29
1,UE,Iwashi,2013-04-18,father,0.9880941242514972,UEIwashi2013-04-18
1,UE,Iwashi,2014-06-27,father,0.9911983100755344,UEIwashi2014-06-27
1,UE,Iwashi,2015-06-17,father,1.109141289142365,UEIwashi2015-06-17
1,UE,Iwashi,2016-07-30,father,1.1093697558697777,UEIwashi2016-07-30
1,UE,Iwashi,2017-01-25,father,0.937669941310658,UEIwashi2017-01-25
1,UE,Iwashi,2017-08-19,father,0.942974304168022,UEIwashi2017-08-19
1,UE,Kuroco,2015-01-15,father,1.0143472022955522,UEKuroco2015-01-15
1,UE,Sayori,2011-09-29,mother,0.8789803982335167,UESayori2011-09-29
1,UE,Sayori,2012-02-29,mother,0.8642690642690642,UESayori2012-02-29
1,UE,Sayori,2013-04-18,mother,0.9696095296228474,UESayori2013-04-18
1,UE,Sayori,2014-06-27,mother,0.9134789351253554,UESayori2014-06-27
1,UE,Sayori,2015-06-17,mother,0.9449595948311176,UESayori2015-06-17
1,UE,Sayori,2016-07-30,mother,0.9106155218554862,UESayori2016-07-30
1,UE,Sayori,2017-01-25,mother,0.9325902335456476,UESayori2017-01-25
1,UE,Sayori,2017-08-19,mother,0.8953501350536865,UESayori2017-08-19
1,UE,Shirasu,2016-07-25,father,1.1030430360576389,UEShirasu2016-07-25
1,VPA,Anis,2014-01-04,mother,1.0144995985453171,VPAAnis2014-01-04
1,VPA,Anis,2014-06-07,mother,0.9979095497884056,VPAAnis2014-06-07
1,VPA,Anis,2015-06-04,mother,0.9512050079391482,VPAAnis2015-06-04
1,VPA,Anis,2017-01-25,mother,0.9562270057117304,VPAAnis2017-01-25
1,VPA,Bella,2016-02-13,mother,0.9625146779875352,VPABella2016-02-13
1,VPA,Bella,2017-03-19,mother,0.9571621824740718,VPABella2017-03-19
1,VPA,Bella,2019-06-24,mother,0.9515397781465174,VPABella2019-06-24
1,VPA,Buri,2015-04-30,mother,0.8566873773708306,VPABuri2015-04-30
1,VPA,Buri,2016-08-21,mother,0.9540480892089674,VPABuri2016-08-21
1,VPA,Chroe,2013-11-21,mother,0.920013897199328,VPAChroe2013-11-21
1,VPA,Chroe,2014-06-23,mother,0.8820261346855759,VPAChroe2014-06-23
1,VPA,Chroe,2016-04-21,mother,0.94251968503937,VPAChroe2016-04-21
1,VPA,Chroe,2016-11-09,mother,1.038245931283906,VPAChroe2016-11-09
1,VPA,Chroe,2018-09-11,mother,1.0189526863504357,VPAChroe2018-09-11
1,VPA,Chroe,2019-04-01,mother,0.98308863821023,VPAChroe2019-04-01
1,VPA,Cocoro,2015-04-30,father,0.8698372398784966,VPACocoro2015-04-30
1,VPA,Dolche,2016-02-13,father,0.9854570841404536,VPADolche2016-02-13
1,VPA,Dolche,2017-03-19,father,0.95823941641736,VPADolche2017-03-19
1,VPA,Dolche,2019-06-24,father,1.027029267888235,VPADolche2019-06-24
1,VPA,Iwashi,2012-10-20,father,0.9865009271772952,VPAIwashi2012-10-20
1,VPA,Iwashi,2014-12-22,father,0.9974189848006884,VPAIwashi2014-12-22
1,VPA,Iwashi,2016-01-09,father,0.9953999404308832,VPAIwashi2016-01-09
1,VPA,Kuroco,2013-11-21,father,1.0704188821164569,VPAKuroco2013-11-21
1,VPA,Kuroco,2014-06-23,father,0.9794075027129592,VPAKuroco2014-06-23
1,VPA,Sayori,2012-10-20,mother,0.8924809811543446,VPASayori2012-10-20
1,VPA,Sayori,2014-12-22,mother,0.9369940519367476,VPASayori2014-12-22
1,VPA,Sayori,2016-01-09,mother,0.878594478307637,VPASayori2016-01-09
1,VPA,Shirasu,2014-01-04,father,1.0181796856673704,VPAShirasu2014-01-04
1,VPA,Shirasu,2014-06-07,father,0.9989597780859916,VPAShirasu2014-06-07
1,VPA,Shirasu,2015-06-04,father,1.0064606522923638,VPAShirasu2015-06-04
1,VPA,Shirasu,2017-01-25,father,1.0801816658106025,VPAShirasu2017-01-25
2,UE,Anis,2016-07-25,mother,0.922338967565098,UEAnis2016-07-25
2,UE,Bella,2015-08-16,mother,0.9205115127274192,UEBella2015-08-16
2,UE,Bella,2016-08-12,mother,0.8872014010507882,UEBella2016-08-12
2,UE,Buri,2014-04-09,mother,0.8817933945406371,UEBuri2014-04-09
2,UE,Buri,2014-10-11,mother,0.8855295632578604,UEBuri2014-10-11
2,UE,Buri,2016-03-21,mother,0.8091403989645195,UEBuri2016-03-21
2,UE,Buri,2017-01-20,mother,0.7819395802363375,UEBuri2017-01-20
2,UE,Chroe,2015-01-15,mother,0.9876938637896158,UEChroe2015-01-15
2,UE,Cocoro,2007-04-26,father,1.074903682465729,UECocoro2007-04-26
2,UE,Cocoro,2010-10-05,father,0.965614829489175,UECocoro2010-10-05
2,UE,Cocoro,2012-08-06,father,1.033521729041668,UECocoro2012-08-06
2,UE,Cocoro,2014-04-09,father,1.0555013889144391,UECocoro2014-04-09
2,UE,Cocoro,2014-10-11,father,1.0110141272437096,UECocoro2014-10-11
2,UE,Dolche,2015-08-16,father,1.0059558117195009,UEDolche2015-08-16
2,UE,Dolche,2016-08-12,father,0.9680212422073424,UEDolche2016-08-12
2,UE,Iwashi,2011-09-29,father,1.1738161039238464,UEIwashi2011-09-29
2,UE,Iwashi,2012-02-29,father,0.98884023167114,UEIwashi2012-02-29
2,UE,Iwashi,2013-04-18,father,1.0621257485029942,UEIwashi2013-04-18
2,UE,Iwashi,2014-06-27,father,1.02298041223915,UEIwashi2014-06-27
